"state_name","district_name","external_id"
"UTTARAKHAND","PAURI GARHWAL","lgd_district_52"
"UTTARAKHAND","PITHORAGARH","lgd_district_53"
"UTTARAKHAND","RUDRA PRAYAG","lgd_district_54"
"UTTARAKHAND","TEHRI GARHWAL","lgd_district_55"
"UTTARAKHAND","UDAM SINGH NAGAR","lgd_district_56"
"UTTARAKHAND","UTTAR KASHI","lgd_district_57"
"WEST BENGAL","24 PARAGANAS NORTH","lgd_district_303"
"WEST BENGAL","24 PARAGANAS SOUTH","lgd_district_304"
"WEST BENGAL","Alipurduar","lgd_district_664"
"WEST BENGAL","BANKURA","lgd_district_305"
"WEST BENGAL","BIRBHUM","lgd_district_307"
"WEST BENGAL","COOCHBEHAR","lgd_district_308"
"WEST BENGAL","DARJEELING","lgd_district_309"
"WEST BENGAL","DINAJPUR DAKSHIN","lgd_district_310"
"WEST BENGAL","DINAJPUR UTTAR","lgd_district_311"
"WEST BENGAL","HOOGHLY","lgd_district_312"
"WEST BENGAL","HOWRAH","lgd_district_313"
"WEST BENGAL","JALPAIGURI","lgd_district_314"
"WEST BENGAL","Jhargram","lgd_district_703"
"WEST BENGAL","KALIMPONG","lgd_district_702"
"WEST BENGAL","KOLKATA","lgd_district_315"
"WEST BENGAL","MALDAH","lgd_district_316"
"WEST BENGAL","MEDINIPUR EAST","lgd_district_317"
"WEST BENGAL","MEDINIPUR WEST","lgd_district_318"
"WEST BENGAL","MURSHIDABAD","lgd_district_319"
"WEST BENGAL","NADIA","lgd_district_320"
"WEST BENGAL","PASCHIM BARDHAMAN","lgd_district_704"
"WEST BENGAL","PURBA BARDHAMAN","lgd_district_306"
"WEST BENGAL","PURULIA","lgd_district_321"
